source_scope,path,full_path,source_archive,category,year,extension,logical_type,size_bytes,size_human
original_tar_extracted,"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/북한의 첨단기술 개발동향 조사_이춘근(최종보고서).zip","40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/북한의 첨단기술 개발동향 조사_이춘근(최종보고서).zip",,5. 수탁연구,2001,zip,Archive,1581398,1.5MB
original_tar_extracted,"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32초록.hwp","40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32초록.hwp",,5. 수탁연구,2001,hwp,HWP/HWPX,34724,33.9KB
original_tar_extracted,"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32.PDF","40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32.PDF",,5. 수탁연구,2001,pdf,PDF,19317,18.9KB
original_tar_extracted,"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32초록.PDF","40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/I01-32초록.PDF",,5. 수탁연구,2001,pdf,PDF,47853,46.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip,,5. 수탁연구,2001,zip,Archive,769617,751.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/목   차.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/목   차.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,31952,31.2KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14초록.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14초록.PDF,,5. 수탁연구,2001,pdf,PDF,183910,179.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 2장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 2장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,4438857,4.2MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)요약-1장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)요약-1장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,154864,151.2KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 3장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 3장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,418269,408.5KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-표지.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-표지.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,25065,24.5KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14.jpg,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14.jpg,,5. 수탁연구,2001,jpg,Image/Graphic,1678,1.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14요약.pdf,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14요약.pdf,,5. 수탁연구,2001,pdf,PDF,133196,130.1KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14초록.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14초록.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,60252,58.8KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)234장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)234장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,5042133,4.8MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 4장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 4장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,121921,119.1KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(97).PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(97).PDF,,5. 수탁연구,2001,pdf,PDF,3262401,3.1MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서).zip,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서).zip,,5. 수탁연구,2001,zip,Archive,7395293,7.1MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(요약).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(요약).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,150468,146.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 1장.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 1장.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,122535,119.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(97).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(97).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,4994949,4.8MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/목   차.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/목   차.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,31346,30.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/과학기술기본계획수립을 위한 기획연구_최영락(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/과학기술기본계획수립을 위한 기획연구_최영락(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,338797,330.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21.jpg,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21.jpg,,5. 수탁연구,2001,jpg,Image/Graphic,1628,1.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/요  약  문.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/요  약  문.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,77170,75.4KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21초록.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21초록.PDF,,5. 수탁연구,2001,pdf,PDF,272996,266.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21.pdf,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/I01-21.pdf,,5. 수탁연구,2001,pdf,PDF,208622,203.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서).zip,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서).zip,,5. 수탁연구,2001,zip,Archive,13057173,12.5MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/2장-표(횡).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/2장-표(횡).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,27263,26.6KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.PDF,,5. 수탁연구,2001,pdf,PDF,15244,14.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/1장-2장 .hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/1장-2장 .hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,867226,846.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,44954,43.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip,,5. 수탁연구,2001,zip,Archive,3593447,3.4MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서-표).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서-표).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,16896,16.5KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/목차.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/목차.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,119817,117.0KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/3장-참고문헌.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/3장-참고문헌.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,16477246,15.7MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서-표).pdf,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서-표).pdf,,5. 수탁연구,2001,pdf,PDF,98074,95.8KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30초록.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30초록.PDF,,5. 수탁연구,2001,pdf,PDF,118220,115.4KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/부록.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/부록.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,2460464,2.3MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.jpg,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/I01-30.jpg,,5. 수탁연구,2001,jpg,Image/Graphic,1699,1.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip,,5. 수탁연구,2001,zip,Archive,7307013,7.0MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0135_2001년도 기초기술연구회 소관연구기관 기관평가 편람(이정원)/2001년도 소관연구기관 평가시스템 개선연구_이정원(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0135_2001년도 기초기술연구회 소관연구기관 기관평가 편람(이정원)/2001년도 소관연구기관 평가시스템 개선연구_이정원(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,326344,318.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40.jpg,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40.jpg,,5. 수탁연구,2001,jpg,Image/Graphic,1389,1.4KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40초록.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40초록.PDF,,5. 수탁연구,2001,pdf,PDF,61893,60.4KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/국방연구개발 성과 평가방법에 관한 연구_조황희(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/국방연구개발 성과 평가방법에 관한 연구_조황희(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,1107826,1.1MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40.PDF,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40.PDF,,5. 수탁연구,2001,pdf,PDF,28543,27.9KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40초록.hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0140_국방연구개발 성과 평가방법에 관한 연구(조황희)/I01-40초록.hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,40486,39.5KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,382981,374.0KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서-표지).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서-표지).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,46616,45.5KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서).pdf,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서).pdf,,5. 수탁연구,2001,pdf,PDF,1179756,1.1MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,594975,581.0KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/6.가로표(과학관).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/6.가로표(과학관).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,38590,37.7KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,8432132,8.0MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-부록).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-부록).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,4346508,4.1MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-본문).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-본문).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,2840347,2.7MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-요약문).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-요약문).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,45324,44.3KB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).pdf,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).pdf,,5. 수탁연구,2001,pdf,PDF,1442154,1.4MB
original_tar_extracted,5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).hwp,40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).hwp,,5. 수탁연구,2001,hwp,HWP/HWPX,3252224,3.1MB
